Frase,Categoria_Atribuida,Score_Similaridade
Am plain in appearance.,Intellect-,0.41564600
Am poorly informed.,Intellect-,0.55439200
Am rarely aware of the natural beauty in the environment.,Intellect-,0.3642330
Am told by friends that they do not really know who I am.,Intellect-,0.24232600
Am unaware of what's happening.,Intellect-,0.414073
"Am unsure about questions concerning politics, religion, or morality.",Intellect-,0.28962900
Am without talent.,Intellect-,0.4169970
Am worthless.,Intellect-,0.39402400
Ask questions that nobody else does.,Intellect-,0.3564830
"Believe I have ""ESP,"" or extrasensory perception.",Intellect-,0.37677500
Believe in a logical answer for everything.,Intellect-,0.36430400
Believe in things that have no scientific explanation.,Intellect-,0.43218700
"Believe that I know more than most supposed ""experts.""",Intellect-,0.29048100
Believe that religion is foolish.,Intellect-,0.42254400
Buy clothes without trying them on first.,Intellect-,0.26820500
Describe lots of irrelevant details when telling a story.,Intellect-,0.42609400
Disliked math in school.,Intellect-,0.36495400
Do not believe in a universal power or a God.,Intellect-,0.36534000
Do not have a good imagination.,Intellect-,0.5642020
Don't know much about history.,Intellect-,0.31937300
Don't place much emphasis on the amount of material objects people own as a sign of their success.,Intellect-,0.3142970
Don't put a lot of thought into things.,Intellect-,0.40311200
Don't see the consequences of things.,Intellect-,0.44860000
Don't tend to think things through critically.,Intellect-,0.4749850
Don't think that schooling is important.,Intellect-,0.2997210
Don't understand things.,Intellect-,0.51589200
Doubt the value of religion.,Intellect-,0.3769840
Fail to pay attention.,Intellect-,0.48309500
Feel that life has no meaning.,Intellect-,0.33362100
Feel that my opinion is worthless unless told otherwise,Intellect-,0.47626900
Feel that others can't figure out what I'm trying to say.,Intellect-,0.4578150
Feel that people have a hard time understanding me.,Intellect-,0.349305
Feel that there are many things that I do not know much about.,Intellect-,0.39879300
"Find it difficult to tell whether something really happened, or whether it occurred only in my imagination.",Intellect-,0.30813900
Found myself in a place and had no idea how I had gotten there.,Intellect-,0.30225200
Found that I could not remember whether I had done something or had just thought about doing that thing.,Intellect-,0.27681400
"Found that I had no memory for some important event in my life (for example, a wedding or graduation).",Intellect-,0.24710100
Had a poor appetite.,Intellect-,0.3232920
Have a poor vocabulary.,Intellect-,0.547694
Have been called a cheapskate.,Intellect-,0.3774850
Have been left speechless by the beauty depicted in a movie.,Intellect-,0.28865900
Have been told by others that my thinking patterns don't make sense.,Intellect-,0.43725700
Have been told that I am difficult to understand.,Intellect-,0.46052000
Have difficulty imagining things.,Intellect-,0.5474320
Have difficulty understanding abstract ideas.,Intellect-,0.5859130
Have little to contribute.,Intellect-,0.4364980
Have never attended a college or university.,Intellect-,0.11020700
Have physical sensations that even doctors don't understand.,Intellect-,0.32488600
Know how to make something from nothing.,Intellect-,0.39299500
Lack the talent for influencing people.,Intellect-,0.45231300
Like bland food.,Intellect-,0.33031600
Like things plain and simple.,Intellect-,0.42881000
Listen to my brain rather than my heart.,Intellect-,0.41894700
Look for hidden meanings in things.,Intellect-,0.43062200
"Make decisions based on facts, not feelings.",Intellect-,0.3019700
Make difficulties out of nothing.,Intellect-,0.51402100
Often feel like my thoughts make no sense.,Intellect-,0.40251500
Often have illogical thoughts.,Intellect-,0.5582220
Pay too little attention to details.,Intellect-,0.41685700
Rarely have fantasies that include intricate details.,Intellect-,0.36474700
Rarely look for a deeper meaning in things.,Intellect-,0.3912120
Seldom experience sudden intuitive insights.,Intellect-,0.49495100
Seldom notice details.,Intellect-,0.4354990
Sometimes have thoughts that don't make any sense.,Intellect-,0.4429030
Talk for no reason.,Intellect-,0.44401500
Talk nonsense.,Intellect-,0.52218700
Talk without thinking.,Intellect-,0.4570560
Tend to notice details that others do not.,Intellect-,0.4614400
Think that looking for hidden meanings in movies or plays distracts from their enjoyment.,Intellect-,0.41229800
Think that most of my problems are due to the fact that other people just don't understand me.,Intellect-,0.30189800
Underestimate myself.,Intellect-,0.46710300
Usually have dreams that don't have an elaborate or detailed plot.,Intellect-,0.30963500
Want to understand things.,Intellect-,0.41206900
Was a slow learner inschool.,Intellect-,0.43919200
Was listening to someone talk and suddenly realized I did not hear part or all of what was said.,Intellect-,0.35544400
Waste time talking.,Intellect-,0.4477740
Would not be a good comedian.,Intellect-,0.30971800
Admire a really clever scam.,Intellect+,0.39465700
Am able to come up with new and different ideas.,Intellect+,0.47097800
"Am able to see the ""big picture.""",Intellect+,0.33256400
Am always busy with something interesting.,Intellect+,0.39597500
Am an original thinker.,Intellect+,0.6016870
Am curious about how various kinds of trees differ from each other.,Intellect+,0.1775720
Am fascinated by how machines work.,Intellect+,0.41341700
Am fascinated by numbers.,Intellect+,0.40117800
Am full of ideas.,Intellect+,0.5573780
Am good at thinking of solutions that no one else thinks of.,Intellect+,0.38467500
Am interested in many things.,Intellect+,0.42495200
Am interested in my personal growth.,Intellect+,0.28620300
Am interested in science.,Intellect+,0.3983880
Am open to ideas.,Intellect+,0.5256650
Am rarely aware of how an artist might be using light and color to convey mood when I look at paintings or pictures.,Intellect+,0.38748800
"Am sometimes full of thoughts, ideas, and images in my mind.",Intellect+,0.4372070
Am told by friends and family that I have good ideas for solving problems.,Intellect+,0.35876700
Appreciate all forms of art.,Intellect+,0.4237160
"Base my goals in life on inspiration, rather than logic.",Intellect+,0.32941400
Believe in the importance of art.,Intellect+,0.4572470
Believe that art is very important.,Intellect+,0.43968900
Believe that each person has a purpose in life.,Intellect+,0.3168260
Believe that there are many sides to most issues.,Intellect+,0.336842
Can change the weather simply by thinking about it.,Intellect+,0.3618050
Can clearly picture in my mind what I want to happen in my future.,Intellect+,0.24754800
Can find something of interest in any situation.,Intellect+,0.41881900
Can handle complex problems.,Intellect+,0.46762000
Can read books written in Chinese.,Intellect+,0.19605000
Can see different points of view.,Intellect+,0.4871000
Can see into the future.,Intellect+,0.4502560
Can think of many different ways to solve problems.,Intellect+,0.4086790
Cannot wait to get started on a project.,Intellect+,0.36636
Come up with a solution right away.,Intellect+,0.25962800
Come up with alternatives.,Intellect+,0.469432
Come up with good solutions.,Intellect+,0.47539800
Come up with new ways to do things.,Intellect+,0.50427000
Come up with something new.,Intellect+,0.5449340
Could be a success in many fields.,Intellect+,0.42607900
Could stare at a painting or picture for hours.,Intellect+,0.3305800
Crave the experience of great art.,Intellect+,0.5099150
Create something of value out of nothing.,Intellect+,0.43160800
Demand explanations from others.,Intellect+,0.42180600
"Depend on science to explain ""miracles.""",Intellect+,0.34306600
Drove or rode somewhere without remembering later what happened during all or part of the trip.,Intellect+,0.24699600
Enjoy cartoons.,Intellect+,0.39669000
Enjoy contemplation.,Intellect+,0.5215760
Enjoy discussing movies and books with others.,Intellect+,0.31459600
Enjoy elaborate ceremonies.,Intellect+,0.3297560
Enjoy hearing new ideas.,Intellect+,0.5574480
Enjoy imagining what life is like for people in other places or who have lives different from mine.,Intellect+,0.3324020
Enjoy intellectual games.,Intellect+,0.55595100
Enjoy reflecting on past events.,Intellect+,0.4254590
Enjoy science fiction.,Intellect+,0.42893100
Enjoy the beauty of nature.,Intellect+,0.30061800
Enjoy thinking about things.,Intellect+,0.55939700
Enjoy thought-provoking movies.,Intellect+,0.5107690
Enjoy wild flights of fantasy.,Intellect+,0.4385930
Experience altered states of consciousness.,Intellect+,0.42219400
Experience very vivid and lively memories when I recall my childhood.,Intellect+,0.25464300
Feel like my imagination can run wild.,Intellect+,0.47324100
Feel that fantasy is more powerful than reality.,Intellect+,0.34414800
Find political discussions interesting.,Intellect+,0.44420000
Find the world a very interesting place.,Intellect+,0.46683500
Formulate ideas clearly.,Intellect+,0.44669200
"Found writings, drawings, or notes among my belongings that I must have done but cannot remember doing.",Intellect+,0.30730800
Get deeply immersed in music.,Intellect+,0.3082600
Get excited by new ideas.,Intellect+,0.5569080
Go off on a lot of tangents.,Intellect+,0.4603190
Have a broad outlook on what is going on.,Intellect+,0.46073800
Have a point of view all my own.,Intellect+,0.4007780
Have a rich vocabulary.,Intellect+,0.49085000
Have a very good imagination.,Intellect+,0.6058890
Have a vivid imagination.,Intellect+,0.6563580
Have an imagination that stretches beyond that of my friends.,Intellect+,0.5613250
"Have been described as ""unusual.""",Intellect+,0.49019100
Have excellent ideas.,Intellect+,0.5830410
Have experienced a spiritual force that is greater than any human being.,Intellect+,0.28440800
Have ideas that are very strange.,Intellect+,0.54965100
Have murderous ideas.,Intellect+,0.45783100
Have new ideas for improving things.,Intellect+,0.52315400
Have noticed that different letters of the alphabet have different colors.,Intellect+,0.34036700
Have noticed that different odors have different colors.,Intellect+,0.3072130
Have read the great literary classics.,Intellect+,0.28973200
Have recently found an original solution to a problem in my life.,Intellect+,0.42414900
Have unusual beliefs about the world.,Intellect+,0.47895500
Invent problems for myself.,Intellect+,0.54300900
Investigate all possibilities.,Intellect+,0.48460500
Know that my ideas sometimes surprise people.,Intellect+,0.46526100
Like learning about the achievements and creations of great men and women from history.,Intellect+,0.36064600
Like movies and books about mysteries.,Intellect+,0.32992700
Like music.,Intellect+,0.3847090
Like to begin new things.,Intellect+,0.4613630
Like to color or style my hair in unconventional ways.,Intellect+,0.32378200
Like to find out about new and different ideas.,Intellect+,0.49907800
Like to get lost in thought.,Intellect+,0.4586800
Like to solve complex problems.,Intellect+,0.5687080
Like to think of new ways to do things.,Intellect+,0.4924190
Like to watch figure skating.,Intellect+,0.20828800
Like variety.,Intellect+,0.5040070
Look at things from different angles.,Intellect+,0.5164470
Look forward to the opportunity to learn and grow.,Intellect+,0.34180200
Love beautiful things.,Intellect+,0.42586200
Love children's art work.,Intellect+,0.38239000
Love to daydream.,Intellect+,0.4035050
Love to do impressions.,Intellect+,0.50684300
Love to doodle.,Intellect+,0.3674610
Love to hear about other countries and cultures.,Intellect+,0.24631600
Love to read challenging material.,Intellect+,0.44098400
Love to reflect on things.,Intellect+,0.51423300
Love to spin tall tales.,Intellect+,0.31401100
Love to think up new ways of doing things.,Intellect+,0.46861700
Love to try new foods that I have not eaten before.,Intellect+,0.17103900
Make beautiful things.,Intellect+,0.53189300
Make insightful remarks.,Intellect+,0.58924900
Make up tall stories.,Intellect+,0.4147810
Need a creative outlet.,Intellect+,0.6151700
Need a lot of explanations.,Intellect+,0.40052000
Notice the way that music is structured,Intellect+,0.4477740
Often change the facts of a story to make it more interesting.,Intellect+,0.33185100
Prefer making things myself instead of buying them.,Intellect+,0.20513100
Prefer to analyze problems rather than to just describe them.,Intellect+,0.37641600
Put a new perspective on things.,Intellect+,0.5220440
Quickly think up new ideas.,Intellect+,0.52722700
Read a large variety of books.,Intellect+,0.24178500
Say what I think.,Intellect+,0.3952060
See beauty in things that others might not notice.,Intellect+,0.42897800
See strange figures or visions when nothing is really there.,Intellect+,0.4175670
"See things around me differently than I regularly do (for example, as if looking through a tunnel, or seeing only part of an object).",Intellect+,0.3763630
Seek explanations of things.,Intellect+,0.46582400
"Sometimes dream of vivid, detailed settings that are unlike anything I've experienced when awake.",Intellect+,0.3594010
Sometimes have extremely vivid pictures in my head.,Intellect+,0.3941770
Spend time reflecting on things.,Intellect+,0.48640700
Take the future into account.,Intellect+,0.42399300
Tend to think about something for hours.,Intellect+,0.35670500
Think ahead.,Intellect+,0.49781100
Think deeply about things.,Intellect+,0.44743500
Think quickly.,Intellect+,0.49274200
Think that changing important personal beliefs is often necessary to grow as a person.,Intellect+,0.284635
Think that my life is extremely interesting.,Intellect+,0.3988100
Throw a new light on the situation.,Intellect+,0.49120600
Use my brain.,Intellect+,0.52153600
Usually notice visual details in the environment.,Intellect+,0.42439300
Want to form my own opinions.,Intellect+,0.43271400
Want to increase my knowledge.,Intellect+,0.43925400
Want to see things for myself.,Intellect+,0.39054600
Would be described by friends and family as interested in lots of different things.,Intellect+,0.38825700
Would love to explore strange places.,Intellect+,0.33265000
Would make a good actor.,Intellect+,0.19867500
Act with hesitation.,Surgency-,0.55741300
Act without consulting others.,Surgency-,0.40838900
Ama creature of habit.,Surgency-,0.4625430
Am a lonely person.,Surgency-,0.4484010
Am a physical coward.,Surgency-,0.3516580
Am a shy person,Surgency-,0.54413900
Am a small-sized person.,Surgency-,0.3786150
Am a submissive person.,Surgency-,0.4210480
Am a very private person.,Surgency-,0.46788200
Am able to control my cravings.,Surgency-,0.30715800
Am able to find out things by myself.,Surgency-,0.27025400
Am afraid of being left alone.,Surgency-,0.46454800
Am afraid of large dogs.,Surgency-,0.30364600
Am afraid to draw attention to myself.,Surgency-,0.5119850
Am afraid to reach out for love.,Surgency-,0.39646200
Am calm even in tense situations.,Surgency-,0.3510720
Am capable of working alone.,Surgency-,0.2751250
Am comfortable in unfamiliar situations.,Surgency-,0.4285190
Am considered short.,Surgency-,0.36318100
Am different compared to mostpeople.,Surgency-,0.4156660
Am emotionally reserved.,Surgency-,0.55113200
Am intentionally different.,Surgency-,0.37214300
Am less likely than most people to lock things up.,Surgency-,0.37971400
Ammore of a loner than most people.,Surgency-,0.5784240
Am not easily stirred.,Surgency-,0.4737950
Am not embarrassed easily.,Surgency-,0.37867100
Am not interested in romance.,Surgency-,0.27870500
Am not known for my sense of humor.,Surgency-,0.40178200
Amnot much of a flirt.,Surgency-,0.4506900
Am not really interested in others.,Surgency-,0.31952900
Am paralyzed by a fear of being alone.,Surgency-,0.44556300
Am put off by unexpected events.,Surgency-,0.525061
Am quiet around strangers.,Surgency-,0.5427920
Am quite relaxed in front of strangers.,Surgency-,0.36505900
Am rarely consulted for advice by others.,Surgency-,0.20753400
Am rarely scared by loud noises.,Surgency-,0.28889600
Am seldom aware of the sounds of birds in the neighborhood.,Surgency-,0.2865000
Am slow to take the blame.,Surgency-,0.42962000
Am too afraid to do much of anything.,Surgency-,0.40315500
Am trusted to keep secrets.,Surgency-,0.40523200
Am unable to speak up for myself.,Surgency-,0.4671200
Am usually unaware of how the setting is used to convey the mood of the characters in movies.,Surgency-,0.323699
Am very independent.,Surgency-,0.32090100
Am very shy in social situations.,Surgency-,0.48507900
Avoid activities that are physically dangerous.,Surgency-,0.43808200
Avoid calling attention to my weaknesses.,Surgency-,0.5039470
Avoid company.,Surgency-,0.523179
Avoid contacts with others.,Surgency-,0.5178930
Avoid crowds.,Surgency-,0.54344800
Avoid dangerous situations.,Surgency-,0.5494500
Avoid dealing with awkward situation.,Surgency-,0.56085600
Avoid demonstrating my skills for fear of being embarrassed.,Surgency-,0.4691940
Avoid difficult reading material.,Surgency-,0.4923940
Avoid doing things behind another person's back.,Surgency-,0.49456600
Avoid eye contact.,Surgency-,0.5902790
Avoid going to unknown places.,Surgency-,0.47100200
Avoid philosophical discussions.,Surgency-,0.50230000
Avoid responsibilities.,Surgency-,0.5237260
Avoid romantic intimacy at all costs.,Surgency-,0.37514400
Avoid small talk.,Surgency-,0.5670400
Back out at the last moment.,Surgency-,0.3719090
Believe only in myself.,Surgency-,0.32331600
Believe that people seldom tell you the whole story.,Surgency-,0.3456020
Believe that privacy is very important.,Surgency-,0.38655900
"Can feel close to someone, even in moments of silence.",Surgency-,0.44608700
Can keep a secret.,Surgency-,0.44595200
Can slow myself down when I want to.,Surgency-,0.376008
Can usually bring my attention back to whatever I was doing after being interrupted.,Surgency-,0.31959500
Can't hear for awhile (as if I am deaf).,Surgency-,0.3347740
"Can't speak (or only with great effort), or can only whisper.",Surgency-,0.45073000
Come up with excuses to avoid meeting new people.,Surgency-,0.44463600
Cut conversations short.,Surgency-,0.44573500
Decide things on my own.,Surgency-,0.31130300
Dislike loud music.,Surgency-,0.502128
Dislike surprises.,Surgency-,0.49409800
Dislike talking about myself.,Surgency-,0.4012550
Do my best to avoid arguments.,Surgency-,0.49382200
Do not enjoy going to art museums.,Surgency-,0.26469700
Do not enjoy kissing.,Surgency-,0.4250870
Do not enjoy watching dance performances.,Surgency-,0.3368770
Do not exercise on a regular basis.,Surgency-,0.31249800
Do not feel close to people.,Surgency-,0.522498
Do not like art.,Surgency-,0.33393900
Do not like concerts.,Surgency-,0.27931800
Do not like poetry.,Surgency-,0.35905500
Do not like to visit museums.,Surgency-,0.23657600
Do not make lists.,Surgency-,0.45211100
Do not often talk about things that I have achieved.,Surgency-,0.41679300
Do not take many risks.,Surgency-,0.47728200
Do things at my own pace.,Surgency-,0.3560900
Do things my own way.,Surgency-,0.34957200
"Do things well at first, but then drop them.",Surgency-,0.4493470
Don't actlike a show-off.,Surgency-,0.4704870
Don't always practice what I preach.,Surgency-,0.34734400
Don't bother with polite conversation.,Surgency-,0.37945900
Don't brag about my accomplishments.,Surgency-,0.3971900
Don't call attention to myself.,Surgency-,0.48113100
Don't consider myself attractive.,Surgency-,0.37004000
Don't enjoy doing quiet leisure activities.,Surgency-,0.40250200
Don't feel the need to be close to others.,Surgency-,0.4314580
Don't finish the things that I start.,Surgency-,0.41958100
Don't finish what I start.,Surgency-,0.39942100
Don't have a place I call home.,Surgency-,0.22320400
Don't indulge in violence.,Surgency-,0.4552320
Don't like action movies.,Surgency-,0.29856000
Don't like being interrupted.,Surgency-,0.4771490
Don't like crowded events.,Surgency-,0.40698500
Don't like sex.,Surgency-,0.2861720
Don't like to be noticed when I walk into a room.,Surgency-,0.4386310
Don't like to draw attention to myself.,Surgency-,0.47022200
Don't like to get dressed up.,Surgency-,0.33756200
Don't like to learn new things.,Surgency-,0.32443000
Don't like to travel.,Surgency-,0.28834400
Don't pay enough attention when others are speaking to me.,Surgency-,0.42751300
Don't read nonfiction books for fun.,Surgency-,0.308205
Don't reveal my intentions.,Surgency-,0.4718570
Don't show my feelings.,Surgency-,0.44782800
Don't strive for elegance in my appearance.,Surgency-,0.39103300
Don't talk a lot.,Surgency-,0.51646100
Don't think much about sex.,Surgency-,0.3142880
Don't try to figure myself out.,Surgency-,0.38014500
Don't use harsh language.,Surgency-,0.50739500
Don't usually enjoy listening to people tell stories about events that have happened in their lives.,Surgency-,0.33917000
Don't want to cause trouble.,Surgency-,0.46739200
Don't wear fashionable clothing.,Surgency-,0.4085100
Drown out conversations.,Surgency-,0.5449080
Easily resist temptations.,Surgency-,0.42193700
Enjoy my privacy.,Surgency-,0.5346930
Enjoy silence.,Surgency-,0.5446440
Enjoy spending time by myself.,Surgency-,0.3971520
Experience supernatural guidance.,Surgency-,0.32348800
Feel comfortable with myself.,Surgency-,0.41229000
Feel isolated from other people.,Surgency-,0.5561760
Feel relaxed when enclosed in small places such as an elevator.,Surgency-,0.3870310
Felt lonely.,Surgency-,0.45579600
Find it easy to tune out background noises when trying to concentrate on something else.,Surgency-,0.36334900
Find that I do not get frightened easily.,Surgency-,0.46823200
Follow my own rules.,Surgency-,0.4055700
Forgo opportunities.,Surgency-,0.5115250
Found that when I was watching television or a movie I became so absorbed in the story that I was unaware of other events happening around me.,Surgency-,0.26112300
Frequently skipped school when I was younger.,Surgency-,0.1783130
Go my own way.,Surgency-,0.36159300
Had the experience of being in a familiar place but finding it strange and unfamiliar.,Surgency-,0.39905900
Hang up the phone on people.,Surgency-,0.33195600
"Have a history of ""talking back"" to parents or teachers.",Surgency-,0.32196400
Have a quiet laugh.,Surgency-,0.4690770
Have a slow pace to my life.,Surgency-,0.4359880
Have a thin body.,Surgency-,0.3771590
Have avoided situations or people for fear that I would get sick.,Surgency-,0.37895400
Have been told I'm not listening when others are speaking to me.,Surgency-,0.44497100
Have been told to slow down and take it easy.,Surgency-,0.46861
Have difficulty keeping a conversation going,Surgency-,0.44247500
Have few interests.,Surgency-,0.481165
Have little desire for sex or romance.,Surgency-,0.3938680
Have little to say.,Surgency-,0.51484400
Have never engaged in gossip.,Surgency-,0.119695000
Have no interest in making new friends.,Surgency-,0.223557
Have occasionally had the feeling that a TV or radio broadcaster knew I was listening to him.,Surgency-,0.28097000
Have taken things that weren't mine.,Surgency-,0.3601030
Have trouble opening up to people.,Surgency-,0.48463100
Have used confidential information for my own gain.,Surgency-,0.34316900
Hear sounds from nearby as if they come from far away.,Surgency-,0.35202400
Hear voices talking about me when nobody is really there.,Surgency-,0.37942200
Hear voices that others cannot.,Surgency-,0.4825390
Hide my real intentions.,Surgency-,0.5236420
Hide whatever is important to me.,Surgency-,0.48078700
Hold back my opinions.,Surgency-,0.51164400
Ignore signs of danger.,Surgency-,0.5391500
Interrupt others.,Surgency-,0.52102200
Keep in the background.,Surgency-,0.54476100
Keep my cool.,Surgency-,0.4669160
Keep my distance from strangers.,Surgency-,0.53302200
"Keep my feelings to myself, regardless of how scared I am.",Surgency-,0.3983260
Keep my thoughts to myself.,Surgency-,0.49800800
Keep myself uninvolved.,Surgency-,0.4987410
Keep others at a distance.,Surgency-,0.5215910
Keep things that I never use.,Surgency-,0.34047300
Keep to myself even when I'm around other people.,Surgency-,0.43637100
Keep to myself.,Surgency-,0.4992480
Know my limitations.,Surgency-,0.48741200
Know that modesty doesn't become me.,Surgency-,0.44472700
Learn things slowly.,Surgency-,0.42830100
Leave my belongings around.,Surgency-,0.35176300
Let my attention wander off.,Surgency-,0.5037720
Let myself go.,Surgency-,0.40515500
Let others do their own thing.,Surgency-,0.39233500
Let things proceedat their own pace.,Surgency-,0.41980000
Like to be alone.,Surgency-,0.4809690
Like to be thought of as a normal kind of person.,Surgency-,0.3762370
Like to hear myself talk.,Surgency-,0.37634900
Like to take it easy.,Surgency-,0.4383330
Like to take my time.,Surgency-,0.4340690
Like to walk slowly.,Surgency-,0.4475130
Live in a world of my own.,Surgency-,0.3733000
Maintain distance between myself and others.,Surgency-,0.5465080
Need things explained only once.,Surgency-,0.36942200
Never splurge.,Surgency-,0.42247800
Often forget why I walked into a room.,Surgency-,0.3513100
Often refrain from doing something I like in order not to be rejected or disapproved of by others.,Surgency-,0.44600500
"Often ""space out"" and lose track of what's going on.",Surgency-,0.45685500
Only feel comfortable with friends.,Surgency-,0.4161600
Only talk about my own interests.,Surgency-,0.3505790
Postpone decisions.,Surgency-,0.44059400
Prefer being alone to risking rejection.,Surgency-,0.44734800
Prefer diving to swimming.,Surgency-,0.16802100
Prefer not to ask for something when I'm not sure I will obtain it.,Surgency-,0.3619460
Prefer to be alone.,Surgency-,0.4297850
Prefer to be controlled by others.,Surgency-,0.4241700
Prefer to deal with strangers in a formal manner.,Surgency-,0.4345000
Prefer to do everything alone.,Surgency-,0.28686200
Prefer to do things by myself.,Surgency-,0.3430480
Prefer to let my accomplishments speak for themselves.,Surgency-,0.3560310
Prefer to make my own decisions.,Surgency-,0.30576900
Prefer to play it safe and avoid danger.,Surgency-,0.46128600
Prefer to watch light entertainment shows rather than psychological dramas.,Surgency-,0.26481200
Prevent myself from saying mean things.,Surgency-,0.53031000
Protect myself from threat or danger.,Surgency-,0.46714600
Put down others' proposals.,Surgency-,0.41839600
Rarely enjoy dancing in a spontaneous manner.,Surgency-,0.363127
Rarely get drunk.,Surgency-,0.3479290
Rarely notice my emotional reactions.,Surgency-,0.36565200
Rarely or never raise my voice in anger.,Surgency-,0.42707700
Rarely overindulge.,Surgency-,0.5758150
Rarely show my anger.,Surgency-,0.39789600
Rarely smile.,Surgency-,0.49688900
Rarely talk about sex.,Surgency-,0.30225100
Rarely wear a watch.,Surgency-,0.22521100
React slowly.,Surgency-,0.5586850
Read slowly.,Surgency-,0.5133790
Remain calm under pressure.,Surgency-,0.49552200
Respect the privacy of others.,Surgency-,0.48103800
Retreat from others.,Surgency-,0.63024900
Reveal little about myself.,Surgency-,0.45788200
Say little.,Surgency-,0.47856900
Seek quiet.,Surgency-,0.6677220
Seldom get emotional.,Surgency-,0.44036900
Seldom joke around.,Surgency-,0.4383630
Seldom read the comics.,Surgency-,0.22105500
Seldom stretch the truth.,Surgency-,0.4367490
Seldom toot my own horn.,Surgency-,0.4020220
Seldom wear colorful clothing.,Surgency-,0.34942900
Shirk my duties.,Surgency-,0.5292040
Shoot my mouth off.,Surgency-,0.38014300
Should learn to hold back some of the things I say.,Surgency-,0.48451100
Sing out loud to myself when I'm alone.,Surgency-,0.3867940
Skip difficult words while reading.,Surgency-,0.4663670
Sometimes don't know where I am.,Surgency-,0.36651700
Sometimes forget where I am or what I'm doing when listening to music or reading a book.,Surgency-,0.34384900
Speak briefly and to the point.,Surgency-,0.39863000
Speak only when spoken to.,Surgency-,0.430391
Speak slowly.,Surgency-,0.537664
Speak softly.,Surgency-,0.53660900
Stand behind my actions.,Surgency-,0.35584600
"Stay away from the doctor, for fear of what they might find.",Surgency-,0.3355720
Stay only where I'm wanted.,Surgency-,0.3141310
Suddenly lose interest.,Surgency-,0.42489900
Take care of my own affairs.,Surgency-,0.40401500
Take in stray animals.,Surgency-,0.33743800
Take things lying down.,Surgency-,0.36257300
Take time out to chat.,Surgency-,0.36146800
Talked less than usual.,Surgency-,0.4938310
Tend to look out only for myself.,Surgency-,0.45647300
Think it's best to keep my emotions to myself.,Surgency-,0.4161080
Try to avoid coarse people.,Surgency-,0.5738930
Try to avoid complex people.,Surgency-,0.56334900
Try to avoid speaking in public,Surgency-,0.5502370
"Try to keep my life simple, with very few possessions.",Surgency-,0.32585700
Try to understand myself.,Surgency-,0.47464500
Undertake few things on my own.,Surgency-,0.45232500
Usually notice when the environment is quiet.,Surgency-,0.497588
Wall myself off from others.,Surgency-,0.56091000
Want to be left alone.,Surgency-,0.505119
Want to control the conversation.,Surgency-,0.47891700
Was aware at an early age that I was different from others.,Surgency-,0.30223600
Was told I wasn't acting like myself.,Surgency-,0.3894570
Will do almost anything to avoid being alone.,Surgency-,0.36091900
Will not probe deeply into a subject.,Surgency-,0.46015300
Withdraw from people when I feel hurt.,Surgency-,0.42191000
Withhold information from others.,Surgency-,0.45274000
Work best when I am alone.,Surgency-,0.35359000
Would be afraid to give a speech in public.,Surgency-,0.44819700
Would describe my experiences as somewhat dull.,Surgency-,0.3809320
Would never go hang-gliding or bungee-jumping.,Surgency-,0.16347000
Would never go riding down a stretch of rapids in a canoe.,Surgency-,0.14491100
Would never indulge in extramarital affairs.,Surgency-,0.19128300
Would not enjoy a job that involves a lot of social interaction.,Surgency-,0.3301710
Would not enjoy fast dancing.,Surgency-,0.33544400
Would rather avoid using manufactured goods.,Surgency-,0.28486300
Would rather be alone than in bad company.,Surgency-,0.43285200
Accept challenging tasks.,Surgency+,0.47598300
Acquire skills quickly.,Surgency+,0.31318000
Act as a leader.,Surgency+,0.45697800
Act as I please.,Surgency+,0.39842500
Act as if I'm constantly on stage.,Surgency+,0.37272100
Act like different people in different situations.,Surgency+,0.491013
Act quickly without thinking.,Surgency+,0.45256000
Act spontaneously without thinking about the consequences.,Surgency+,0.44315600
Act wild and crazy.,Surgency+,0.5168270
Act without planning.,Surgency+,0.50810900
Adapt easily to new situations.,Surgency+,0.34285700
Am a brave person.,Surgency+,0.45573800
Am a flamboyant person.,Surgency+,0.45091400
Am a large-sized person.,Surgency+,0.36034400
Am a naturally good dancer.,Surgency+,0.20584100
Am a true life-long learner.,Surgency+,0.25170000
Am able to pick myself up when I'm down.,Surgency+,0.252519
Am able to stand up for myself.,Surgency+,0.35430500
Am always busy.,Surgency+,0.3301560
Am always looking for a rush of excitement.,Surgency+,0.39214800
Am always on the go.,Surgency+,0.33093400
Am always ready to start afresh.,Surgency+,0.28750800
Am an energetic person.,Surgency+,0.56400700
Am an extraordinary person.,Surgency+,0.47480100
Aman ordinary person with ordinary skills and abilities.,Surgency+,0.4318600
Am considered tall.,Surgency+,0.34571500
Am easily excited.,Surgency+,0.39039800
Am easily startled.,Surgency+,0.4489970
Am excited by many different activities.,Surgency+,0.4167910
Am good at making impromptu speeches.,Surgency+,0.38131800
Am good at seducing others.,Surgency+,0.3043080
Am likely to show off if I get the chance.,Surgency+,0.3593770
Am more capable than most others.,Surgency+,0.42947200
Am more likely to be fast and careless than to be slow and plodding.,Surgency+,0.44410700
"Am moved to action by the possibility of social advancement, even if this involves not playing fair.",Surgency+,0.40549900
Am never at a loss for words.,Surgency+,0.24051800
Am never bored.,Surgency+,0.23567400
Am often so assertive or sociable that I surprise myself.,Surgency+,0.50065200
